PUP,Engineering,COE,2011,Implementation of Library System with Biometrics and Barcode Application in San Mateo National High School,"School library exists to provide a range of learning opportunities for students, faculty, and staff, even including outside researchers with a focus on intellectual content, information literacy, and the learner. In addition to classroom visits with collaborating teachers, the school library also serves as a place for students to do independent work, use computers, equipment and research materials; to host special events such as author visits and book clubs; and for tutoring and testing. The San Mateo National High School library is using traditional way of logging in / out in the form of log book and catalogue system which is in the manual method by using index card. The librarian encounter problems in doing transactions like borrowing books, checking the availability of the books, returning and updating of books because all the transaction are being done manually, as a result, the process is time consuming. A way of coping with this is installing a computerized library system which will help the library personnel or the librarian in monitoring the books accurately. Further, the use of cataloguing will be made easier through an advance system provided by this study. Collaboration of the old and new techniques leads to a much better result.
The research entitled “Implementation of Library System with Biometrics and Barcode Application is San Mateo National High School” covers installation of library system with biometrics and barcode application. The fingerprints will be scanned by a fingerprint type biometrics and the database will take charge of the info of the user, it will show the info of the respondents if he/she already borrowed or has a pending of borrowed books and also the database will record the time and date of the log in and log out of the students and faculties. For the cataloguing, borrowing and returning of books, we used a barcode scanner type that was interfaced in the pc unit and also we provide the barcodes for the borrowing process of books, instead of using the old ways of cataloguing all the borrowed books will be recorded in the database, and the administrator (librarian) is the one in charge for monitoring of the borrowed books. The design project aims to implement Library System with Biometrics and Barcode Application in San Mateo National High school and to investigate the effectiveness of the computerized library system in order to support the continuous learning in various pedagogical settings. To achieve this primary goal, the study should consider the three objectives. First is to apply the digital and information technology in public high school library. Second is to develop the library system of San Mateo National High School in terms if innovation, accuracy, speed, convenience and systematization. Third is to determine the impact of the library system to the students and faculty members of San Mateo National High School.
",3,Antonio Velasco,J.M. Balmes,J.M. Del Rosario,P.A. Denus,J.G. Mateo,
PUP,Engineering,COE,2011,Enhancement of Meeting Audio System with Voice Recorder,"As technology got more complicated in the past few decades, it became increasingly difficult and expensive to tinker with hardware. Audio system is an integral part of a meeting facility like conference rooms. Its design encompasses certain capabilities and functions. It may vary in size, complexity, physical principles and components used. The different meeting rooms often lack some technical features for an effective audio system. The primary purpose of this design project is to develop meeting audio system through the use of the Arduino technology. The project focuses on the overall design and functionality of an audio system ensuring efficiency and delivery of each system component. Arduino plays an important role in enhancing typical audio systems which relies on concepts of a sound system. By Arduino interfacing, certain functionalities and additional features are developed. Through research, interviews and surveys, relevant data has been gathered and used as the basic tool of how to enhance the basic design principles. The overall design and each component were carefully thought out, properly installed, and thoughtfully operated to accomplish the goal. As a result of completing the procedures, a project entitled “Enhancement of Meeting Audio System with Voice Recorder” has been created. The system can be used for different meeting rooms and has additional features such an auto-shut off, programmable volume controller, recorder and playback.",3,Antonio Velasco,E.J. Baccay,J. Nilooban,J.C. Padilla,M. Pambid,
PUP,Engineering,COE,2011,Solar-Powered Obstacle-Detecting Robot as an Instructional Material,"This study designed and developed a modular instructional material for robotics education and applied to a course to figure out the usability and utility and evaluate its effectiveness. The designed material is suitable for computer engineering students since, most of the topics and concepts tackled were included on the course.
For this project, two outputs will be presented; the fully functional walking robot and the instructional material which consists of ten modules each with an overview and experiments with test questions to emphasize learning. The robot features important concepts and principles governing the mechanisms of mechatronics in relation to computer engineering course.
The instructional module on the other hand was formulated based on the gathered reliable studies and research regarding constructing effective instructional material for learning. The concepts included on ten modules were also patterned on robotics curriculum implemented here and internationally. The material was designed to motivate students by an interesting activity, to introduce the assembly of a robot up to its completion, to introduce the programming of the operations of a robot that will command the robot to complete the specified task, and to demonstrate the process of simulating its movement through PIC microcontroller.
Finally, after the outputs had been made, a learner validation was made assessing the formative and summative evaluation of the study. The said validation was applied to assess the user perception of the instructional material for robotics education. The validation was obtained by observation, qualitative analysis of feedback from a sample group of students after being introduced to self-instructional modules. Accordingly, the analysis results indicated that the instructional material (Solar-Powered Obstacle-Detecting Walking Robot as an Instructional Material) for robotics education was effective and achieved high student satisfaction.
",3,Antonio Velasco,I. Bendal,M.G. De Vera,K. Ferranco,A. Jumangit,
PUP,Engineering,COE,2011,An Electronic Polyethylene Terephthalate (PET) Bottle – Junk Shop Machine,"The Electronic Polyethylene Terephthalate (PET) Bottle – Junk Shop Machine was conceptualized as a reverse vending machine that serves as a tool for effective retrieval of trash PET Bottles from users. A single PET bottle’s average time to be fully degrade from the environment takes an alarming period of 450 – 700 years approximately which depends on the size of the bottle.
As it is only intended for PET bottles, the machine is capable of PET bottle recognition. In line with this, it also includes PET bottle size differentiation; it distinguishes the height of the input PET bottle and affirms its value accordingly. As our innovative strategy to motivate people on proper waste disposal, the machine is designed to dispense coins that amount to the size and number of the deposited plastic bottles. The machine also aims to minimize the needed storage for the collected materials. It was achieved by attaching a mechanical compactor that compresses the deposited PET bottles which result to efficient use of the storage space and it won’t be bulky upon transit.
Through the Electronic Polyethylene Terephthalate (PET) Bottle – Junk Shop Machine, better awareness about recovery of PET bottles can be advocated. Furthermore, it can provide motivation to the community to act upon the betterment of the environment this was done through the automation and integration of today’s technology on the conventional ways of junk shops in the Philippines.
",3,Antonio Velasco,J. Esteban,D.J. Garcia,R. Rivera,A.B. Suyo,
PUP,Engineering,COE,2011,PC-Based Kinect Controlling Device as Tool for Classroom Based Activities,"The researchers present the process by which Kinect can be used as a device to improve on the teaching methodology of faculty in Computer Engineering Department. This study pursues the possibility of creating better learning environment for students and professors; enhancing teaching methodologies to make course goals achievable for students; making students more actively engaged with the material during lecture in order to improve student learning; and encouraging students to be creative when it comes to applying new technologies for profitable outputs. The system is composed of the camera controlled by voice commands and the Kinect to focus small components in the whole class. On the other hand, hand gestures serve as the controlling input for PowerPoint presentations.
Surveys were made separately for students and professors to have an insight of their opinion when it comes to the modernization of teaching methodologies. Majority of the respondents are in favor of using new technologies as a teaching tool for better learning capacity.
After making evaluations, it was proven that Kinect provides an innovative and straightforward way of administering presentation. PowerPoint presentations have been widely used in different industries for certain applications. Also, inclusion of camera helped the students in visualization of the concept of the lesson.
Creativeness is the key in making things possible. Awareness in the different resources available in our environment is a big help in achieving certain goal. Kinect, being used originally as a game controller, is now applied in different sectors providing a modern way of teaching and learning.
",3,Antonio Velasco,K. Cusi,L. Leona,F. Pasumbal,K. Perez,
PUP,Engineering,COE,2011,The Deployment of an MCU-Based Electrical Charging Arm-Pedal Tribike for Persons with Disability,"Tribikes are popular because of one reason: its ability to maintain it mobility. It’s also the reason why it’s the chosen mode of transport introduced by the City of Markina for their PWD residents, especially polio victims. These tribikes are intended for PWDs who cannot use their feet to pedal; instead, to operate it, hand-cranks or arm pedals are installed. However, difficulties like controlling and driving the tribike on inclined roads and long trips are experienced by their users. To eliminate these, the existing tribike should be improved thru installing motor and features like throttle, LCD display and headlights. In addition, to recharge the batteries, aside from plugging it in an AC outlet, the mechanical motion from the pedal is converted to electrical energy that will charge the batteries of the motor thru a DC generator attached to drive axle. A voltmeter circuit measures the amount of battery charge and sends this signal to the microcontroller unit. A microcontroller unit controls the output in the LCD display indicating the battery meter. This will result in an improved arm-pedal tribike that is self-charging, faster and more efficient. The maximum climb slope is limited to 15 degrees and the prototype is intended to those experienced arm-pedal tribike users. The duration and distance to charge the battery is in trial as of now. The results of this study will be a road map for the future researchers which will provide additional knowledge and information regarding the development of a related study.",3,Antonio Velasco,A.M. Arrojo,A.C. Bautista,N. Marasigan,J.M. Marrera,
PUP,Engineering,COE,2012,Implementation of Library System with Biometrics and Barcode Application in San Mateo National High School,"School library exists to provide a range of learning opportunities for students, faculty, and staff, even including outside researchers with a focus on intellectual content, information literacy, and the learner. In addition to classroom visits with collaborating teachers, the school library also serves as a place for students to do independent work, use computers, equipment and research materials; to host special events such as author visits and book clubs; and for tutoring and testing. The San Mateo National High School library is using traditional way of logging in / out in the form of log book and catalogue system which is in the manual method by using index card. The librarian encounter problems in doing transactions like borrowing books, checking the availability of the books, returning and updating of books because all the transaction are being done manually, as a result, the process is time consuming. A way of coping with this is installing a computerized library system which will help the library personnel or the librarian in monitoring the books accurately. Further, the use of cataloguing will be made easier through an advance system provided by this study. Collaboration of the old and new techniques leads to a much better result.
The research entitled “Implementation of Library System with Biometrics and Barcode Application is San Mateo National High School” covers installation of library system with biometrics and barcode application. The fingerprints will be scanned by a fingerprint type biometrics and the database will take charge of the info of the user, it will show the info of the respondents if he/she already borrowed or has a pending of borrowed books and also the database will record the time and date of the log in and log out of the students and faculties. For the cataloguing, borrowing and returning of books, we used a barcode scanner type that was interfaced in the pc unit and also we provide the barcodes for the borrowing process of books, instead of using the old ways of cataloguing all the borrowed books will be recorded in the database, and the administrator (librarian) is the one in charge for monitoring of the borrowed books. The design project aims to implement Library System with Biometrics and Barcode Application in San Mateo National High school and to investigate the effectiveness of the computerized library system in order to support the continuous learning in various pedagogical settings. To achieve this primary goal, the study should consider the three objectives. First is to apply the digital and information technology in public high school library. Second is to develop the library system of San Mateo National High School in terms if innovation, accuracy, speed, convenience and systematization. Third is to determine the impact of the library system to the students and faculty members of San Mateo National High School.
",3,Antonio Velasco,J.M. Balmes,J.M. Del Rosario,P.A. Denus,J.G. Mateo,
PUP,Engineering,COE,2012,Enhancement of Meeting Audio System with Voice Recorder,"As technology got more complicated in the past few decades, it became increasingly difficult and expensive to tinker with hardware. Audio system is an integral part of a meeting facility like conference rooms. Its design encompasses certain capabilities and functions. It may vary in size, complexity, physical principles and components used. The different meeting rooms often lack some technical features for an effective audio system. The primary purpose of this design project is to develop meeting audio system through the use of the Arduino technology. The project focuses on the overall design and functionality of an audio system ensuring efficiency and delivery of each system component. Arduino plays an important role in enhancing typical audio systems which relies on concepts of a sound system. By Arduino interfacing, certain functionalities and additional features are developed. Through research, interviews and surveys, relevant data has been gathered and used as the basic tool of how to enhance the basic design principles. The overall design and each component were carefully thought out, properly installed, and thoughtfully operated to accomplish the goal. As a result of completing the procedures, a project entitled “Enhancement of Meeting Audio System with Voice Recorder” has been created. The system can be used for different meeting rooms and has additional features such an auto-shut off, programmable volume controller, recorder and playback.",3,Antonio Velasco,E.J. Baccay,J. Nilooban,J.C. Padilla,M. Pambid,
PUP,Engineering,COE,2012,Solar-Powered Obstacle-Detecting Robot as an Instructional Material,"This study designed and developed a modular instructional material for robotics education and applied to a course to figure out the usability and utility and evaluate its effectiveness. The designed material is suitable for computer engineering students since, most of the topics and concepts tackled were included on the course.
For this project, two outputs will be presented; the fully functional walking robot and the instructional material which consists of ten modules each with an overview and experiments with test questions to emphasize learning. The robot features important concepts and principles governing the mechanisms of mechatronics in relation to computer engineering course.
The instructional module on the other hand was formulated based on the gathered reliable studies and research regarding constructing effective instructional material for learning. The concepts included on ten modules were also patterned on robotics curriculum implemented here and internationally. The material was designed to motivate students by an interesting activity, to introduce the assembly of a robot up to its completion, to introduce the programming of the operations of a robot that will command the robot to complete the specified task, and to demonstrate the process of simulating its movement through PIC microcontroller.
Finally, after the outputs had been made, a learner validation was made assessing the formative and summative evaluation of the study. The said validation was applied to assess the user perception of the instructional material for robotics education. The validation was obtained by observation, qualitative analysis of feedback from a sample group of students after being introduced to self-instructional modules. Accordingly, the analysis results indicated that the instructional material (Solar-Powered Obstacle-Detecting Walking Robot as an Instructional Material) for robotics education was effective and achieved high student satisfaction.
",3,Antonio Velasco,I. Bendal,M.G. De Vera,K. Ferranco,A. Jumangit,
PUP,Engineering,COE,2012,An Electronic Polyethylene Terephthalate (PET) Bottle – Junk Shop Machine,"The Electronic Polyethylene Terephthalate (PET) Bottle – Junk Shop Machine was conceptualized as a reverse vending machine that serves as a tool for effective retrieval of trash PET Bottles from users. A single PET bottle’s average time to be fully degrade from the environment takes an alarming period of 450 – 700 years approximately which depends on the size of the bottle.
As it is only intended for PET bottles, the machine is capable of PET bottle recognition. In line with this, it also includes PET bottle size differentiation; it distinguishes the height of the input PET bottle and affirms its value accordingly. As our innovative strategy to motivate people on proper waste disposal, the machine is designed to dispense coins that amount to the size and number of the deposited plastic bottles. The machine also aims to minimize the needed storage for the collected materials. It was achieved by attaching a mechanical compactor that compresses the deposited PET bottles which result to efficient use of the storage space and it won’t be bulky upon transit.
Through the Electronic Polyethylene Terephthalate (PET) Bottle – Junk Shop Machine, better awareness about recovery of PET bottles can be advocated. Furthermore, it can provide motivation to the community to act upon the betterment of the environment this was done through the automation and integration of today’s technology on the conventional ways of junk shops in the Philippines.
",3,Antonio Velasco,J. Esteban,D.J. Garcia,R. Rivera,A.B. Suyo,
